idx,First_Middle_Name,Last_Name,company,Title,notes,tax1,city,Country,Continent,website,"lat, lng",lat,lng,tax2,tax3
469,Apoorv,Bhargava,Apoorv Bhargava,CEO and Co-Founder,Weave Grid,For-Profit,"San Francisco, CA",USA,North America,https://www.linkedin.com/in/apoorv-bhargava/,"37.7749295, -122.4194155",37.77493,-122.419416,Unknown,Unknown
470,Marie-Noëlle,Keijzer,Marie-Noëlle Keijzer,Co-Founder and CEO,WeForest,Non-Profit,Antwerp,Belgium,Europe,https://www.linkedin.com/in/marie-no%C3%ABlle-keijzer-68089a2/,"51.2194475, 4.4024643",51.219448,4.402464,Unknown,Unknown
471,Robyn,Seetal,Robyn Seetal,Principal Consultant,IkTaar Sustainability,For-Profit,Calgary,Canada,North America,https://www.linkedin.com/in/robyn-seetal-cpa-ca-60a5a641/,"51.04473309999999, -114.0718831",51.044733,-114.071883,Unknown,Unknown
472,Mari,Copeny,Mari Copeny,"Little Miss Flint, Founder",Wednesdays For Water,Non-Profit,"Flint, MI",USA,North America,https://www.maricopeny.com/,"43.0125274, -83.6874562",43.012527,-83.687456,Unknown,Unknown
473,Christine,Brunel-Ligneau,Christine Brunel-Ligneau,Head of Sustainable Agriculture,Bayer AG CropScience Division,For-Profit,Düsseldorf,Germany,Europe,https://www.linkedin.com/in/christine-brunel-ligneau/?originalSubdomain=de,"51.2277411, 6.7734556",51.227741,6.773456,Unknown,Unknown
474,Nate,Hurst,Nate Hurst,President of Wells Fargo Foundation; Chief Social Impact and Sustainability Officer,Wells Fargo,For-Profit,"Washington, D.C.",USA,North America,https://www.linkedin.com/in/natehurst/,"38.9071923, -77.0368707",38.907192,-77.036871,Unknown,Unknown
475,Mary,Wenzel,Mary Wenzel,EVP and Head of Sustainability and ESG Integration,Wells Fargo,For-Profit,"Denver, Colorado",USA,North America,https://www.linkedin.com/in/mary-wenzel-78505815/,"39.7392358, -104.990251",39.739236,-104.990251,Unknown,Unknown
476,Sonia,Aggarwal,Sonia Aggarwal,Senior Adviser for Climate Policy and Innovation,White House,For-Profit,"San Francisco, CA",USA,North America,https://www.linkedin.com/in/soniaaggarwal/,"37.7749295, -122.4194155",37.77493,-122.419416,Unknown,Unknown
477,Gina,McCarthy,Gina McCarthy,National Climate Advisor; Former President,White House Office of Domestic Climate Policy; NRDC,Non-Profit,"Boston, MA",USA,North America,https://www.nrdc.org/experts/gina-mccarthy,"42.3600825, -71.0588801",42.360082,-71.05888,Unknown,Unknown
478,Cristian,Samper,Cristian Samper,President and Chief Executive Officer,Wildlife Conservation Society,Non-Profit,"New York, NY",USA,North America,"https://www.wcs.org/about-us/management#management
https://www.linkedin.com/in/cristian-samper-970898114/ ","40.7127753, -74.0059728",40.712775,-74.005973,Unknown,Unknown
479,John,Robinson,John Robinson,Joan L. Tweedy Chair in Conservation Strategy,Wildlife Conservation Society,Non-Profit,"Bronx, NY",USA,North America,https://www.linkedin.com/in/john-g-robinson-67593312/,"40.8447819, -73.8648268",40.844782,-73.864827,Unknown,Unknown
480,Robert,O'Connor,Robert O'Connor,Partner,Wilson Sonsini Goodrich & Rosati,For-Profit,"Corte Madera, CA",USA,North America,https://www.linkedin.com/in/robert-o-connor-bba68934/,"37.9254806, -122.5274755",37.925481,-122.527476,Unknown,Unknown
481,Kate,Heiny,Kate Heiny,Sustainability Director,Zalando SE,For-Profit,Brussels,Belgium,Europe,https://www.linkedin.com/in/kateheiny/,"50.8503396, 4.3517103",50.85034,4.35171,Unknown,Unknown
482,Lise,Kingo,Lise Kingo,Former CEO and Executive Director,United Nations Global Compact,Non-Profit,Copenhagen,Denmark,Europe,https://www.linkedin.com/in/lise-kingo/,"55.6760968, 12.5683372",55.676097,12.568337,Unknown,Unknown
483,Isabella,Kocher,Isabella Kocher,Former CEO,Engie,For-Profit,Paris,France,Europe,https://www.linkedin.com/in/isabellekocher/,"48.856614, 2.3522219",48.856614,2.352222,Unknown,Unknown
484,William,Sisson,William Sisson,Executive Director,World Business Council for Sustainable Development,Non-Profit,"Avon, CT",USA,North America,https://www.linkedin.com/in/wsissonwbcsd/,"41.8096201, -72.8305154",41.80962,-72.830515,Unknown,Unknown
485,Jennifer,Layke,Jennifer Layke,Global Director of Energy,World Resources Institute,Non-Profit,"Washington, D.C.",USA,North America,https://www.linkedin.com/in/jenniferlayke/,"38.9071923, -77.0368707",38.907192,-77.036871,Unknown,Unknown
486,Kevin,Moss,Kevin Moss,Global Director of the Center for Sustainable Business,World Resources Institute,Non-Profit,"McLean, VA",USA,North America,https://www.linkedin.com/in/mosskevin/,"38.9338676, -77.1772604",38.933868,-77.17726,Unknown,Unknown
487,Janet,Ranganathan,Janet Ranganathan,Vice President Science and Research,World Resources Institute (on board of Ceres),Non-Profit,"Bethesda, MD",USA,North America,https://www.linkedin.com/in/janet-ranganathan-512355a/,"38.984652, -77.0947092",38.984652,-77.094709,Unknown,Unknown
488,Aniruddha,Dasgupta,Aniruddha Dasgupta,Global Director,World Resources Institute Ross Center for Sustainable Cities,Non-Profit,"Washington, D.C.",USA,North America,https://www.linkedin.com/in/ani-dasgupta-36a8685/,"38.9071923, -77.0368707",38.907192,-77.036871,Unknown,Unknown
489,Carter,Roberts,Carter Roberts,President and Chief Executive Officer,World Wildlife Fund,Non-Profit,"Washington, D.C.",USA,North America,"https://www.worldwildlife.org/leaders/carter-roberts?_ga=2.11454204.954218452.1564510182-965006711.1564510182
https://www.linkedin.com/in/carter-roberts-09879331/","38.9071923, -77.0368707",38.907192,-77.036871,Unknown,Unknown
490,Junko,Edahiro,Junko Edahiro,President,"Institute for Studies in Happiness, Economy and Society (ISHES)",Non-Profit,Tokyo,Japan,Asia,https://www.linkedin.com/in/junko-edahiro-98a57b162/?originalSubdomain=jp,"35.6761919, 139.6503106",35.676192,139.650311,Unknown,Unknown
491,Volker,Quaschning,Volker Quaschning,Professor of Renewable Energy Systems,NTW Berlin,Non-Profit,Berlin,Germany,Europe,https://www.linkedin.com/in/quaschning/?originalSubdomain=de,"52.52000659999999, 13.404954",52.520007,13.404954,Unknown,Unknown
492,Martin,Spitzer,Martin Spitzer,"Senior Director, Climate and Renewable Energy",World Wildlife Fund,Non-Profit,"Washington, D.C.",USA,North America,https://www.linkedin.com/in/martyspitzer/,"38.9071923, -77.0368707",38.907192,-77.036871,Unknown,Unknown
493,Secretary KS,Wong,Secretary KS Wong,Secretary for the Environment,Hong Kong,Non-Profit,Hong Kong,Hong Kong,Asia,https://www.gov.hk/en/about/govdirectory/po/sen.htm,"22.3193039, 114.1693611",22.319304,114.169361,Unknown,Unknown
494,Janez,Potočnik,Janez Potočnik,Co-Chair,UNEP International Resource Panel,Non-Profit,Brussels,Belgium,Europe,https://www.linkedin.com/in/janez-potocnik-872470a7/?originalSubdomain=be,"50.8503396, 4.3517103",50.85034,4.35171,Unknown,Unknown
495,Izabella,Teixeira,Izabella Teixeira,Co-Chair; Former Minister of the Environment,UNEP International Resource Panel; Brazil,Non-Profit,Unknown,Brazil,South America,https://www.resourcepanel.org/the-panel/izabella-teixeira,"37.09024, -95.712891",37.09024,-95.712891,Unknown,Unknown
496,Naoko,Ishii,Naoko Ishii,Former CEO,Global Environment Facility,Non-Profit,Tokyo,Japan,Asia,https://www.thegef.org/people/naoko-ishii,"35.6761919, 139.6503106",35.676192,139.650311,Unknown,Unknown
497,Juan Jose,Freijo,Juan Jose Freijo,"Vice President, Global Head of Sustainability and EMEA Government Affairs",Brambles,For-Profit,Madrid,Spain,Europe,https://www.linkedin.com/in/j-j-freijo-42935410/,"40.4167754, -3.7037902",40.416775,-3.70379,Unknown,Unknown
498,Wouter ,van Tol,Wouter  van Tol,"Head of Government, Community Affairs, and Sustainability",DS Smith,For-Profit,Unknown,United Kingdom,Europe,https://www.linkedin.com/in/woutervantol/,"37.09024, -95.712891",37.09024,-95.712891,Unknown,Unknown
499,Massimiano,Tellini,Massimiano Tellini,Global Head of Circular Economy,Intesa Sanpaolo Innovation Center,For-Profit,Milan,Italy,Europe,https://www.linkedin.com/in/massimianotellini/,"45.4642035, 9.189982",45.464204,9.189982,Unknown,Unknown
500,Guy-Noël,Sauvion,Guy-Noël Sauvion,Fellow Scientist and Ecoefficieny Manager,Solvay,For-Profit,Région de Lyon,France,Europe,https://www.linkedin.com/in/guy-no%C3%ABl-sauvion-948530b9/,"45.7405474, 4.8197418",45.740547,4.819742,Unknown,Unknown
501,Catherine,Chevauché,Catherine Chevauché,Climate and Circular Economy Manager,SUEZ,For-Profit,Paris,France,Europe,https://www.linkedin.com/in/catherine-chevauch%C3%A9-9554a5a3/,"48.856614, 2.3522219",48.856614,2.352222,Unknown,Unknown
502,Robert,Taylor,Robert Taylor,Sustainability Director,UPM Raflatac,For-Profit,Helsinki,Finland,Europe,https://www.linkedin.com/in/robert-taylor-micfor-31981816/,"60.16985569999999, 24.9383791",60.169856,24.938379,Unknown,Unknown
503,Richard,Fine,Richard Fine,Founder,BioPak,For-Profit,Sydney,Australia,Australia/Oceania,https://www.linkedin.com/in/richard-fine-6920084/,"-33.8688197, 151.2092955",-33.86882,151.209296,Unknown,Unknown
504,Margaret,Kulow,Margaret Kulow,Global Finance Practice Leader,WWF,Non-Profit,"Washington, D.C.",USA,North America,https://www.linkedin.com/in/margaretkuhlow/ ,"38.9071923, -77.0368707",38.907192,-77.036871,Unknown,Unknown
505,Jennifer,Silberman,Jennifer Silberman,VP of ESG,YETI,For-Profit,"Washington, D.C.",USA,North America,https://www.linkedin.com/in/jennifer-silberman-3b40492/,"38.9071923, -77.0368707",38.907192,-77.036871,Unknown,Unknown
506,Isha,Clarke,Isha Clarke,Founding Member,Youth vs. Apocalypse,Non-Profit,"Oakland, CA",USA,North America,,"37.8043514, -122.2711639",37.804351,-122.271164,Unknown,Unknown
507,John,Warner,John Warner,Distinguished Research Fellow,Zymergen,For-Profit,"Wilmington, MA",USA,North America,https://www.linkedin.com/in/john-warner-5681177/,"42.5481714, -71.1724467",42.548171,-71.172447,Unknown,Unknown
508,Kaushik,Sridhar,Kaushik Sridhar,Group Manager of Social Responsibility and ESG Reporting,Evolution Mining,For-Profit,"Sydney, New South Wales",Australia,Australia/Oceania,https://www.linkedin.com/in/kaushiksridhar83/,"-33.8688197, 151.2092955",-33.86882,151.209296,Unknown,Unknown
509,Henning,Ohlsson,Henning Ohlsson,Managing Director,Epson Deutschland Gmbh,For-Profit,Cologne Bonn,Germany,Europe,https://www.linkedin.com/in/henning-ohlsson-43b01348/,"50.86662279999999, 7.1412431",50.866623,7.141243,Unknown,Unknown
510,Sally,Uren,Sally Uren,CEO,Forum for the Future,Non-Profit,London,United Kingdom,Europe,https://www.linkedin.com/in/dr-sally-uren-97b90624/,"51.5073509, -0.1277583",51.507351,-0.127758,Unknown,Unknown
511,Flavia,Bellaguarda,Flavia Bellaguarda,Co-founder & Ambassador,Youth Climate Leaders,Non-Profit,São Paulo,Brazil,South America,https://www.linkedin.com/in/fl%C3%A1via-bellaguarda/,"-23.5557714, -46.6395571",-23.555771,-46.639557,Unknown,Unknown
512,Eyal ,Weintraub,Eyal  Weintraub,Co-founder,Jóvenes por el Clima Argentina (Youth for Climate Argentina),Non-Profit,Buenos Aires,Argentina,South America,https://www.greeneuropeanjournal.eu/article-author/eyal-weintraub/ https://globalclimatestrike.net/global-youth-climate-strikes-are-back-meet-the-strikers/,"-34.6036844, -58.3815591",-34.603684,-58.381559,Unknown,Unknown
513,Nicole,Becker,Nicole Becker,Co-founder,Jóvenes por el Clima Argentina (Youth for Climate Argentina),Non-Profit,Buenos Aires,Argentina,South America,https://globalclimatestrike.net/nicole-becker-19-argentina/,"-34.6036844, -58.3815591",-34.603684,-58.381559,Unknown,Unknown
514,Elizabeth Wanjiru ,Wathuti,Elizabeth Wanjiru  Wathuti,Founder,Green Generation Initiative,Non-Profit,Nairobi,Kenya,Africa,https://www.kenyans.co.ke/personality/elizabeth-wanjiru-wathuti,"-1.2920659, 36.8219462",-1.292066,36.821946,Unknown,Unknown
515,Marcelo,Mena,Marcelo Mena,"Former Environment Minister, Director","Climate Action Center at Pontificia Universidad Católica de Valparaíso, Chile Office of the Global Center on Adaptation",Non-Profit,Santiago,Chile,South America,https://www.ted.com/speakers/marcelo_mena_carrasco,"-33.4488897, -70.6692655",-33.44889,-70.669266,Unknown,Unknown
516,Tasso ,Azevedo,Tasso  Azevedo,Founder,Imaflora,Non-Profit,São Paulo,Brazil,South America,https://www.linkedin.com/in/tassoazevedo/?originalSubdomain=br  https://www.ted.com/speakers/tasso_azevedo,"-23.5557714, -46.6395571",-23.555771,-46.639557,Unknown,Unknown
517,Rose,Mutiso,Rose Mutiso,Research Director ,Enegy for Growth,Non-Profit,Nairobi,Kenya,Africa,https://www.linkedin.com/in/rosemutiso/?originalSubdomain=ke,"-1.2920659, 36.8219462",-1.292066,36.821946,Unknown,Unknown
518,William,Kamkwamba,William Kamkwamba,Co-founder,Moving Windmills Project,Non-Profit,Wimbe,Malawi,Africa,https://www.ted.com/speakers/william_kamkwamba https://movingwindmills.org/,"42.2020645, -71.25579069999999",42.202064,-71.255791,Unknown,Unknown
519,Amar,Inamdar,Amar Inamdar,Managing Director,KawiSafi Ventures,For-Profit,Nairobi,Kenya,Africa,https://www.linkedin.com/in/amarinamdar/,"-1.2920659, 36.8219462",-1.292066,36.821946,Unknown,Unknown
520,Sam ,Slaughter,Sam  Slaughter,Co-Founder/Board Member,PowerGen,For-Profit,Nairobi,Kenya,Africa,https://www.linkedin.com/in/samhslaughter/ https://www.forbes.com/profile/sam-slaughter/?sh=1db733095876,"-1.2920659, 36.8219462",-1.292066,36.821946,Unknown,Unknown
521,Gloria ,Bulus,Gloria  Bulus,Founder/Executive Director,Bridge That Gap Initiative,Non-Profit,Kaduna,Nigeria,Africa,https://www.ted.com/profiles/7696161,"10.5104642, 7.4165053",10.510464,7.416505,Unknown,Unknown
522,Joao Paolo Brotto,Goncalves Ferreira,Joao Paolo Brotto Goncalves Ferreira,Chief Executive Officer,Natura & Co,For-Profit,São Paulo,Brazil,South America,https://www.bloomberg.com/profile/person/19032200 https://www.forbes.com/companies/natura-co/?sh=41fb5faa2ecf,"-23.5557714, -46.6395571",-23.555771,-46.639557,Unknown,Unknown
523,Wanjira,Mathai,Wanjira Mathai,Vice President and Regional Director,World Resources Institute,Non-Profit,Nairobi,Kenya,Africa,https://www.wri.org/profile/wanjira-mathai,"-1.2920659, 36.8219462",-1.292066,36.821946,Unknown,Unknown
524,Majandra ,Rodriguez Acha,Majandra  Rodriguez Acha,Co-founder,TierrActiva Peru,Non-Profit,Lima,Peru,South America,https://www.unwomen.org/en/news/stories/2020/1/i-am-generation-equality-majandra-rodriguez-acha-youth-leader-climate-justice,"-12.0463731, -77.042754",-12.046373,-77.042754,Unknown,Unknown
525,Dr. Achieng,Ojwang,Dr. Achieng Ojwang,Executive Director,Global Compact Network South Africa,Non-Profit,Johannesburg,South Africa,Africa,https://www.linkedin.com/in/jackie-vanderbrug-827b6b3/,"-26.2041028, 28.0473051",-26.204103,28.047305,Unknown,Unknown
526,Diego Felipe,Prada,Diego Felipe Prada,"LEED Fellow, CEO",Green Factory,For-Profit,Bogotá,Colombia,South America,https://www.linkedin.com/in/diego-felipe-prada-samudio-2047952a/?originalSubdomain=co,"4.710988599999999, -74.072092",4.710989,-74.072092,Unknown,Unknown
527,Alicia,Silvia Villanueva,Alicia Silvia Villanueva,"LEED Fellow, Founder and CEO",Revitiliza Consultores,For-Profit,Mexico City,Mexico,North America,https://www.linkedin.com/in/aliciasilvasynergy/,"19.4326077, -99.133208",19.432608,-99.133208,Unknown,Unknown
528,Esteban ,Martinez Lozada,Esteban  Martinez Lozada,Sustainability Director,Green Loop,For-Profit,Bogotá,Colombia,South America,https://www.usgbc.org/people/esteban-martinez-lozada/0010526349 https://www.linkedin.com/in/emartinezl/?locale=es_ES,"4.710988599999999, -74.072092",4.710989,-74.072092,Unknown,Unknown
529,Ndoni,Mcunu,Ndoni Mcunu,Bilateral Engagement Lead,SouthSouthNorth,Non-Profit,Johannesburg,South Africa,Africa,https://www.linkedin.com/in/ndoni-mcunu-015bb68b/?originalSubdomain=za,"-26.2041028, 28.0473051",-26.204103,28.047305,Unknown,Unknown
530,Evelyn ,Acham,Evelyn  Acham,National Ugandan Coordinator,Rise Up Movement,Non-Profit,Kampala,Uganda,Africa,https://assembly.malala.org/stories/evelyn-acham-wants-ugandan-schools-to-add-climate-change-to-the-curriculum,"0.3475964, 32.5825197",0.347596,32.58252,Unknown,Unknown
531,Filagot,Tesfaye,Filagot Tesfaye,President and Founder,Ethiopian Women in Energy network ,Non-Profit,Addis Ababa,Ethiopia,Africa,https://w4c.org/profile/addis-ababa-filagot-tesfaye http://ewien.org/about/team/filagot-tesfaye/,"8.9806034, 38.7577605",8.980603,38.75776,Unknown,Unknown
532,Salma ,Okonkwo,Salma  Okonkwo,Chairwoman,UBI Group,For-Profit,Accra,Ghana,Africa,https://www.linkedin.com/in/salma-okonkwo-a5171b1aa/,"5.6037168, -0.1869644",5.603717,-0.186964,Unknown,Unknown
533,Durreen,Shahnaz,Durreen Shahnaz,Founder and CEO,Impact Investment Exchange,For-Profit,Singapore,Singapore,Asia,https://www.linkedin.com/in/durreenshahnaz/,"1.352083, 103.819836",1.352083,103.819836,Unknown,Unknown
534,Herry ,Cho,Herry  Cho,"Managing Director, Head of Sustainability and Sustainable Finance",SGX,For-Profit,Singapore,Singapore,Asia,https://www.linkedin.com/in/herrycho/,"1.352083, 103.819836",1.352083,103.819836,Unknown,Unknown
535,Ted,Chen,Ted Chen,"Co-Founder, CEO, and Chief Product Architect",EverComm Singapore,For-Profit,Singapore,Singapore,Asia,https://www.linkedin.com/in/chiuhaochen/,"1.352083, 103.819836",1.352083,103.819836,Unknown,Unknown
536,Susannah,Jaffer,Susannah Jaffer,Founder,ZERRIN,For-Profit,Singapore,Singapore,Asia,https://www.linkedin.com/in/susannah-jaffer/,"1.352083, 103.819836",1.352083,103.819836,Unknown,Unknown
537,"Yangshengjing ""UB""",Qiu,"Yangshengjing ""UB"" Qiu",Partnership Development Executive,Green Monday,For-Profit,Shanghai,China,Asia,https://www.linkedin.com/in/yangshengjingqiu/?originalSubdomain=cn,"31.230416, 121.473701",31.230416,121.473701,Unknown,Unknown
538,Sebastian,Kind,Sebastian Kind,,GREENMAP,Non-Profit,Unknown,,,https://www.linkedin.com/in/lisa-daniell-5b353421/?originalSubdomain=nz,"36.13981, -96.108891",37.09024,-95.712891,Unknown,Unknown
539,Lisa,Daniell,Lisa Daniell,Director of Climate Change,Ministry for the Environment,Non-Profit,Unknown,New Zealand,Australia/Oceania,,"36.13981, -96.108891",37.09024,-95.712891,Unknown,Unknown
540,Jon,Dee,Jon Dee,Founder and Managing Director,DoSomething,Non-Profit,Sydney,Australia,Australia/Oceania,https://www.linkedin.com/in/jondee/,"-33.8688197, 151.2092955",-33.86882,151.209296,Unknown,Unknown
541,David,Baggs,David Baggs,CEO and Program Director,Global Green Tag,For-Profit,Brisbane,Australia,Australia/Oceania,https://www.oneplanetnetwork.org/users/david-baggs,"-27.4704528, 153.0260341",-27.470453,153.026034,Unknown,Unknown
542,Bin,Duan,Bin Duan,Director,Beijing Carbon-Change Environment Research Center,Non-Profit,"Dongcheng District, Beijing",China,Asia,https://www.linkedin.com/in/bin-duan-036115a2/,"39.92835300000001, 116.416357",39.928353,116.416357,Unknown,Unknown
543,Kehua,Hu,Kehua Hu,Director of Sustainability Stewardship,China National Textile and Apprel Council,Non-Profit,Beijing,China,Asia,https://www.linkedin.com/in/kehua-hu-6936a43a/?originalSubdomain=cn,"39.90419989999999, 116.4073963",39.9042,116.407396,Unknown,Unknown
544,Maureen,Damen,Maureen Damen,Founder ,Rise Up Senegal,Non-Profit,Dakar,Senegal,Africa,,"14.716677, -17.4676861",14.716677,-17.467686,Unknown,Unknown
545,Akissa,Bahri,Akissa Bahri,"Former Minister, Professor","Agriculture, Water Resources and Fisheries/National Agricultural Institute of Tanzania",Non-Profit,Tunis,Tunisia,Africa,,"36.8064948, 10.1815316",36.806495,10.181532,Unknown,Unknown
546,Stephen ,Nindi,Stephen  Nindi,Director General,National Land Use Planning Commission,Non-Profit,Dar Es Salaam,Tanzania,Africa,,"-6.792354, 39.2083284",-6.792354,39.208328,Unknown,Unknown
547,Jonah ,Rastimbazafy,Jonah  Rastimbazafy,President,International Primatological Society,Non-Profit,Antananarivo,Madagascar,Africa,https://www.sustainability-times.com/environmental-protection/experts-warn-of-last-chance-to-save-madagascars-biodiversity/,"-18.8791902, 47.5079055",-18.87919,47.507906,Unknown,Unknown
548,Fatou,Jeng,Fatou Jeng,Founder,Clean Earth Gambia,Non-Profit,Unknown,Gambia,Africa,https://www.linkedin.com/in/fatou-jeng-605b8410b/detail/contact-info/,"36.13981, -96.108891",37.09024,-95.712891,Unknown,Unknown
549,Rosette,Muhoza,Rosette Muhoza,Co-founder,My Green Home,For-Profit,Kigali,Rwanda,Africa,http://mygreenhome.rw/ https://www.forbes.com/sites/davidrvetter/2021/05/27/sustainability-in-africa-how-rwandas-young-innovators-are-building-a-circular-economy/?sh=2e4b28987910,"-1.9440727, 30.0618851",-1.944073,30.061885,Unknown,Unknown
550,Antonio,Nobre,Antonio Nobre,Researcher,National Institute of Amazonian Research,Non-Profit,São José dos Campos,Brazil,South America,https://believe.earth/en/antonio-nobre-a-scientist-advocates-for-the-amazon/,"-23.2198396, -45.8915658",-23.21984,-45.891566,Unknown,Unknown
551,Diwigdi,Valiente,Diwigdi Valiente,Head of Sustainability,Panamanian Ministry of Tourism,Non-Profit,Panama City,Panama,North America,https://www.linkedin.com/in/diwigdi-valiente-19a25591/?originalSubdomain=pa,"30.1588129, -85.6602058",30.158813,-85.660206,Unknown,Unknown
552,Ana Gabriela,Del Hierro Calvachi,Ana Gabriela Del Hierro Calvachi,Researcher,Instituto Nacional de Biodiversidad - INABIO,Non-Profit,Quito,Ecuador,South America,https://www.linkedin.com/in/adelhierrocalvachi/?originalSubdomain=ec,"-0.1806532, -78.4678382",-0.180653,-78.467838,Unknown,Unknown
553,Eduardo,Gudynas,Eduardo Gudynas,Director,Latin American Centre for Social Ecology,Non-Profit,Montivideo,Uruguay,South America,https://greattransition.org/contributor/eduardo-gudynas,"-34.9011127, -56.16453139999999",-34.901113,-56.164531,Unknown,Unknown
554,Francia,Marquez,Francia Marquez,2018 Goldman Prize Recipient,Goldman Environmental Prize,Non-Profit,Cali,Colombia,South America,https://www.oneearth.org/environmental-hero-francia-marquez/,"3.4516467, -76.5319854",3.451647,-76.531985,Unknown,Unknown
555,Melati,Wijsen,Melati Wijsen,Co-founder,Bye Bye Plastic Bags,Non-Profit,Bali,Indonesia,Asia,https://www.linkedin.com/in/melati-wijsen-282057187/?originalSubdomain=id https://www.weforum.org/people/melati-wijsen,"-8.3405389, 115.0919509",-8.340539,115.091951,Unknown,Unknown
556,Vicente,Ferreyra Acosta,Vicente Ferreyra Acosta,CEO ,Sustentur,For-Profit,Quintana Roo,Mexico,North America,https://www.linkedin.com/in/vicenteferreyra/ https://sustainability-leaders.com/directory/sustentur/,"19.1817393, -88.4791376",19.181739,-88.479138,Unknown,Unknown
557,Maria,de los Angeles Carvajal,Maria de los Angeles Carvajal,Founder,"SuMar, Choices for Nature",Non-Profit,Guaymas,Mexico,North America,https://www.sustainabilityleadersnetwork.org/fellows/maria-carvajal/,"27.9178651, -110.9089378",27.917865,-110.908938,Unknown,Unknown
558,Adrian ,Fernández Bremauntz,Adrian  Fernández Bremauntz,CEO,Iniciativa Climática de México,Non-Profit,Mexico City,Mexico,North America,https://www.linkedin.com/in/adrian-fern%C3%A1ndez-284a4930/?originalSubdomain=mx,"19.4326077, -99.133208",19.432608,-99.133208,Unknown,Unknown
559,Luis,Gonzalez,Luis Gonzalez,Director of Advocacy,Unidad Ecológica Salvadoreña,Non-Profit,San Salvador,El Salvador,North America,https://diario.elmundo.sv/es-una-ley-que-privatiza-lo-que-ya-esta-de-hecho/?fbclid=IwAR0j1pOdcaKOjwUpbCjf7GlNuJGtMUUpYg4f4ZF4v1CoW5IMj6VtYqngn88,"13.6929403, -89.2181911",13.69294,-89.218191,Unknown,Unknown
560,Bertha,Zúñiga Cáceres,Bertha Zúñiga Cáceres,General Coordinator,Civic Council of Popular and Indigenous Organizations of Honduras ,Non-Profit,La Esperanza,Honduras,North America,https://www.equaltimes.org/environmentalists-in-honduras?lang=en#.YNzDR-hKhPZ,"43.0126293, -87.9390907",43.012629,-87.939091,Unknown,Unknown
561,Kristal,Ambrose,Kristal Ambrose,Founder,Bahamas Plastic Movement,Non-Profit,Eleuthera,The Bahamas,North America,https://www.goldmanprize.org/recipient/kristal-ambrose/,"24.9314461, -76.18996609999999",24.931446,-76.189966,Unknown,Unknown
562,Jay,Inslee,Jay Inslee,,,Unknown,Unknown,,,,"36.13981, -96.108891",37.09024,-95.712891,Unknown,Unknown
563,Andrea,Meza Murillo,Andrea Meza Murillo,Minister of Environment and Energy ,Government of Costa Rica,Non-Profit,San Jose,Costa Rica,North America,https://www.unccd.int/sites/default/files/inline-files/Brief%20Biographical%20Note%20-%20Minister%20Andrea%20Meza%20Murrillo.pdf,"37.3382082, -121.8863286",37.338208,-121.886329,Unknown,Unknown
564,Bill,McKibben,Bill McKibben,Author,,Non-Profit,"Bristol, VT",USA,North America,https://www.linkedin.com/in/bill-mckibben-6174131b7/,"44.1333912, -73.0790076",44.133391,-73.079008,Unknown,Unknown
565,Francisco,Vera,Francisco Vera,Founder,Guardianes Por La Vida,Non-Profit,Villeta,Colombia,South America,https://remezcla.com/culture/meet-francisco-vera-11-year-old-colombia-environmental-activist-greta-thunberg/ https://www.eltiempo.com/cultura/francisco-vera-el-nino-ambientalista-en-entrevista-con-revista-bocas-583694,"5.011706, -74.470362",5.011706,-74.470362,Unknown,Unknown
566,Alberto ,Curamil,Alberto  Curamil,Leader and Spokesperson,Alianza Territorial Mapuche,Non-Profit,Aracaunia,Chile,South America,https://www.goldmanprize.org/recipient/alberto-curamil/,"-38.948921, -72.331113",-38.948921,-72.331113,Unknown,Unknown
567,Isra,Hirsi,Isra Hirsi,"Founder, Youth Climate Strike LA",,Non-Profit,"Washington, D.C.",USA,North America,,"38.9071923, -77.0368707",38.907192,-77.036871,Unknown,Unknown
568,Danny,Qian,Danny Qian,,,Unknown,Unknown,,,,"36.13981, -96.108891",37.09024,-95.712891,Unknown,Unknown
569,,Chairman Mai,Chairman Mai,President,China Smart City Invest Union,Unknown,Unknown,,,https://www.forbes.com/sites/erikkobayashisolomon/2019/08/21/you-wouldnt-believe-what-country-is-becoming-a-sustainability-leader/?sh=1ae8be801f99,"36.13981, -96.108891",37.09024,-95.712891,Unknown,Unknown
570,Xi,Jinping,Xi Jinping,President,China,Non-Profit,Zhongnanhai,China,Asia,https://www.google.com/url?q=https://www.edf.org/media/president-xi-jinping-reaffirms-chinas-climate-commitment&sa=D&source=editors&ust=1629240860985000&usg=AOvVaw2I0rEzNHumAXC-FBGJ3ZmU,"44.0615998, 12.5725176",44.0616,12.572518,Unknown,Unknown
571,Moon,Jae-in,Moon Jae-in,President,South Korea,Non-Profit,Seoul,South Korea,Asia,https://www.reuters.com/article/us-southkora-environment-greenewdeal/south-koreas-moon-targets-carbon-neutrality-by-2050-idUSKBN27D1DU,"37.566535, 126.9779692",37.566535,126.977969,Unknown,Unknown
572,Illac,Diaz,Illac Diaz,Founder,Liter of Light,Non-Profit,Manila,Philippines,Asia,https://twitter.com/illacdiaz?lang=en,"14.5995124, 120.9842195",14.599512,120.98422,Unknown,Unknown
